TimePeriod,GeoType,GeoID,GeoRank,Geography,Age-adjusted percent,Number,Percent
2016,UHF34,209,3,Bensonhurst - Bay Ridge,"4.4* (1.7, 10.8)",**,**
2016,UHF34,210,3,Coney Island - Sheepshead Bay,"3.0 (1.7, 5.4)","8,000*","3.5* (1.9, 6.4)"
2016,UHF34,211,3,Williamsburg - Bushwick,"5.3 (3.1, 8.9)","8,000","5.0 (2.9, 8.4)"
2016,UHF34,301,3,Washington Heights,"4.5* (1.8, 10.7)","8,000*","3.8* (1.7, 8.4)"
2016,UHF34,302,3,Central Harlem - Morningside Heights,"7.1* (3.5, 14.0)","10,000*","7.9* (3.4, 17.3)"
2016,UHF34,303,3,East Harlem,**,**,**
2016,UHF34,304,3,Upper West Side,**,**,**
2016,UHF34,401,3,Long Island City - Astoria,**,**,**
2016,UHF34,402,3,West Queens,"4.7 (2.7, 8.3)","19,000*","5.0* (2.7, 8.9)"
2016,UHF34,403,3,Flushing - Clearview,**,**,**
2016,UHF34,405,3,Ridgewood - Forest Hills,"4.9* (2.5, 9.3)","10,000*","4.9* (2.5, 9.5)"
2016,UHF34,407,3,Southwest Queens,"2.8* (1.1, 7.0)","6,000*","2.8* (1.0, 7.0)"
2016,UHF34,408,3,Jamaica,**,**,**
2016,UHF34,409,3,Southeast Queens,**,**,**
2016,UHF34,410,3,Rockaways,"9.9* (4.8, 19.4)","9,000*","10.6* (4.5, 23.0)"
2016,UHF34,305307,3,Upper East Side-Gramercy,"6.2* (3.2, 11.6)","20,000*","6.4* (3.2, 12.3)"
2016,UHF34,306308,3,Chelsea-Village  ,**,**,**
2016,UHF34,309310,3,Union Square-Lower Manhattan,"1.0* (0.3, 3.2)","2,000*","1.0* (0.3, 3.5)"
2016,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"6.2* (2.4, 14.7)","10,000*","6.4* (2.5, 15.1)"
2016,UHF34,501502,3,Northern SI,"6.0* (2.7, 12.7)","10,000*","6.7* (2.8, 15.2)"
2016,UHF34,503504,3,Southern SI,"6.2* (3.0, 12.4)","13,000*","5.9* (2.9, 11.7)"
2016,UHF34,105106107,3,South Bronx,"8.4 (5.7, 12.3)","32,000","8.0 (5.4, 11.7)"
2016,Borough,1,1,Bronx,"6.2 (4.7, 8.1)","66,000","6.3 (4.7, 8.2)"
2016,Borough,2,1,Brooklyn,"4.0 (3.1, 5.1)","78,000","3.9 (3.0, 5.1)"
2016,Borough,3,1,Manhattan,"4.1 (2.8, 6.0)","55,000","4.1 (2.8, 5.9)"
2016,Borough,4,1,Queens,"5.0 (3.6, 6.9)","91,000","5.0 (3.6, 6.9)"
2016,Borough,5,1,Staten Island,"6.3 (3.6, 10.6)","22,000","6.2 (3.6, 10.6)"
2016,Citywide,1,0,New York City,"4.8 (4.1, 5.5)","313,000","4.8 (4.1, 5.5)"
2015,UHF34,101,3,Kingsbridge - Riverdale,**,**,**
2015,UHF34,102,3,Northeast Bronx,"8.0 (4.8, 13.2)","13,000","8.4 (5.0, 13.9)"
2015,UHF34,103,3,Fordham - Bronx Pk,"7.9 (5.0, 12.2)","14,000","7.5 (4.6, 11.9)"
2015,UHF34,104,3,Pelham - Throgs Neck,"6.1 (3.8, 9.6)","15,000","6.3 (3.8, 10.0)"
2015,UHF34,201,3,Greenpoint,"5.2* (1.9, 13.2)",**,**
2015,UHF34,202,3,Downtown - Heights - Slope,"3.6* (1.8, 7.4)","7,000*","3.8* (1.7, 8.3)"
2015,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"8.3 (5.3, 12.9)","21,000","8.7 (5.4, 13.6)"
2015,UHF34,204,3,East New York,"9.2 (5.5, 14.8)","15,000","10.6 (6.3, 17.3)"
2015,UHF34,205,3,Sunset Park,"3.6* (1.4, 9.1)",**,**
2015,UHF34,206,3,Borough Park,"2.8* (1.4, 5.2)","7,000*","2.7* (1.4, 5.2)"
2015,UHF34,207,3,East Flatbush - Flatbush,"5.0 (2.9, 8.7)","12,000","5.2 (2.9, 9.1)"
2015,UHF34,208,3,Canarsie - Flatlands,"5.2* (2.7, 9.7)","8,000*","5.0* (2.6, 9.6)"
2015,UHF34,209,3,Bensonhurst - Bay Ridge,"2.7* (1.4, 5.2)","5,000*","2.9* (1.5, 5.6)"
2015,UHF34,210,3,Coney Island - Sheepshead Bay,"6.3 (3.8, 10.3)","16,000","6.8 (4.0, 11.3)"
2015,UHF34,211,3,Williamsburg - Bushwick,"6.0 (3.3, 10.5)","10,000*","6.3* (3.3, 11.7)"
2015,UHF34,301,3,Washington Heights,"8.3 (5.4, 12.5)","17,000","8.5 (5.5, 12.9)"
2015,UHF34,302,3,Central Harlem - Morningside Heights,"6.2* (3.4, 11.1)","7,000*","5.6* (3.0, 10.1)"
2015,UHF34,303,3,East Harlem,"7.3 (4.4, 11.8)","6,000","6.9 (4.1, 11.2)"
2015,UHF34,304,3,Upper West Side,"4.0* (2.0, 7.9)","7,000*","3.9* (2.0, 7.7)"
2015,UHF34,401,3,Long Island City - Astoria,"7.6* (3.5, 15.9)","14,000*","7.8* (3.2, 17.8)"
2015,UHF34,402,3,West Queens,"4.4 (2.8, 6.8)","16,000","4.2 (2.6, 6.8)"
2015,UHF34,403,3,Flushing - Clearview,"5.0* (2.4, 10.3)","11,000*","5.1* (2.5, 10.1)"
2015,UHF34,405,3,Ridgewood - Forest Hills,"5.9* (3.1, 11.0)","13,000*","6.2* (3.2, 11.7)"
2015,UHF34,407,3,Southwest Queens,"6.8* (3.5, 12.9)","14,000*","6.7* (3.4, 12.8)"
2015,UHF34,408,3,Jamaica,"5.1 (2.8, 9.0)","12,000*","5.4* (2.9, 9.6)"
2015,UHF34,409,3,Southeast Queens,**,**,**
2015,UHF34,410,3,Rockaways,**,**,**
2015,UHF34,305307,3,Upper East Side-Gramercy,"5.7* (3.1, 10.5)","19,000*","5.9* (3.0, 11.2)"
2015,UHF34,306308,3,Chelsea-Village  ,"6.4* (3.3, 12.1)","13,000*","6.5* (3.1, 13.2)"
2015,UHF34,309310,3,Union Square-Lower Manhattan,"6.1 (3.5, 10.2)","13,000","5.9 (3.4, 10.1)"
2015,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"7.0* (3.3, 14.0)","11,000*","7.0* (3.4, 14.0)"
2015,UHF34,501502,3,Northern SI,"6.7* (3.4, 12.8)","10,000*","6.9* (3.6, 12.9)"
2015,UHF34,503504,3,Southern SI,"4.6* (2.2, 9.2)","11,000*","5.1* (2.5, 10.1)"
2015,UHF34,105106107,3,South Bronx,"9.9 (7.9, 12.4)","37,000","9.6 (7.5, 12.1)"
2015,Borough,1,1,Bronx,"7.7 (6.5, 9.3)","81,000","7.8 (6.5, 9.4)"
2015,Borough,2,1,Brooklyn,"5.3 (4.4, 6.5)","106,000","5.4 (4.5, 6.6)"
2015,Borough,3,1,Manhattan,"6.1 (4.8, 7.7)","81,000","6.1 (4.8, 7.8)"
2015,Borough,4,1,Queens,"5.4 (4.2, 6.9)","99,000","5.5 (4.3, 7.0)"
2015,Borough,5,1,Staten Island,"5.6 (3.3, 9.1)","21,000","5.8 (3.6, 9.3)"
2015,Citywide,1,0,New York City,"5.9 (5.3, 6.6)","389,000","6.0 (5.4, 6.6)"
2014,UHF34,101,3,Kingsbridge - Riverdale,**,**,**
2014,UHF34,102,3,Northeast Bronx,"6.8* (3.1, 14.6)","8,000*","5.8* (2.6, 12.6)"
2014,UHF34,103,3,Fordham - Bronx Pk,"3.2* (1.3, 7.9)","6,000*","3.3* (1.2, 8.4)"
2014,UHF34,104,3,Pelham - Throgs Neck,"3.4* (1.7, 6.4)","8,000*","3.5* (1.8, 6.6)"
2014,UHF34,201,3,Greenpoint,**,**,**
2014,UHF34,202,3,Downtown - Heights - Slope,"1.1* (0.3, 4.6)",**,**
2014,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"2.0* (1.0, 3.9)","5,000*","2.1* (1.1, 4.0)"
2014,UHF34,204,3,East New York,"6.4* (3.4, 11.8)","9,000*","6.3* (3.4, 11.4)"
2014,UHF34,205,3,Sunset Park,"0.7* (0.2, 2.7)","1,000*","0.7* (0.2, 2.7)"
2014,UHF34,206,3,Borough Park,"3.1* (1.4, 6.7)","8,000*","3.2* (1.4, 7.2)"
2014,UHF34,207,3,East Flatbush - Flatbush,"3.1* (1.6, 5.9)","7,000*","3.1* (1.6, 6.1)"
2014,UHF34,208,3,Canarsie - Flatlands,**,"4,000*","2.8* (1.0, 7.3)"
2014,UHF34,209,3,Bensonhurst - Bay Ridge,"2.1* (0.6, 6.6)","3,000*","2.0* (0.7, 6.1)"
2014,UHF34,210,3,Coney Island - Sheepshead Bay,"3.2* (1.3, 7.9)","9,000*","3.8* (1.5, 9.6)"
2014,UHF34,211,3,Williamsburg - Bushwick,"6.3* (3.3, 11.9)","9,000*","5.7* (2.7, 11.7)"
2014,UHF34,301,3,Washington Heights,"5.2* (2.7, 10.0)","11,000*","5.4* (2.7, 10.6)"
2014,UHF34,302,3,Central Harlem - Morningside Heights,"4.1* (2.1, 7.7)","4,000*","3.6* (1.9, 7.0)"
2014,UHF34,303,3,East Harlem,"8.7* (4.6, 15.7)","7,000*","8.4* (4.3, 15.7)"
2014,UHF34,304,3,Upper West Side,"4.3* (1.8, 10.0)","7,000*","4.1* (1.7, 9.4)"
2014,UHF34,401,3,Long Island City - Astoria,"3.1* (1.2, 7.7)","6,000*","3.5* (1.3, 9.0)"
2014,UHF34,402,3,West Queens,"2.3* (1.0, 5.1)","8,000*","2.2* (1.0, 4.8)"
2014,UHF34,403,3,Flushing - Clearview,"1.9* (0.6, 6.0)","4,000*","1.9* (0.6, 5.9)"
2014,UHF34,405,3,Ridgewood - Forest Hills,"4.7* (2.2, 9.7)","10,000*","5.1* (2.4, 10.6)"
2014,UHF34,407,3,Southwest Queens,"4.0* (1.8, 8.9)","9,000*","4.2* (1.9, 9.0)"
2014,UHF34,408,3,Jamaica,"3.2* (1.5, 6.5)","7,000*","3.3* (1.6, 7.0)"
2014,UHF34,409,3,Southeast Queens,"0.8* (0.3, 2.2)","1,000*","0.9* (0.3, 2.7)"
2014,UHF34,410,3,Rockaways,"7.6* (3.0, 17.9)",**,**
2014,UHF34,305307,3,Upper East Side-Gramercy,"2.8* (1.1, 6.6)","9,000*","3.0* (1.2, 7.4)"
2014,UHF34,306308,3,Chelsea-Village  ,"4.0* (1.7, 9.4)","9,000*","4.3* (1.6, 10.7)"
2014,UHF34,309310,3,Union Square-Lower Manhattan,"3.8* (2.0, 7.2)","8,000*","3.8* (1.8, 7.5)"
2014,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,**,**,**
2014,UHF34,501502,3,Northern SI,"3.3* (1.4, 7.3)","5,000*","3.2* (1.4, 7.1)"
2014,UHF34,503504,3,Southern SI,"6.2 (3.7, 10.1)","13,000","5.8 (3.6, 9.4)"
2014,UHF34,105106107,3,South Bronx,"6.3 (4.3, 9.1)","24,000","6.2 (4.2, 9.0)"
2014,Borough,1,1,Bronx,"4.7 (3.5, 6.3)","48,000","4.7 (3.5, 6.3)"
2014,Borough,2,1,Brooklyn,"3.0 (2.3, 3.9)","59,000","3.0 (2.3, 4.0)"
2014,Borough,3,1,Manhattan,"4.1 (3.0, 5.6)","55,000","4.2 (3.0, 5.7)"
2014,Borough,4,1,Queens,"3.2 (2.4, 4.5)","59,000","3.3 (2.4, 4.5)"
2014,Borough,5,1,Staten Island,"5.0 (3.3, 7.6)","17,000","4.8 (3.2, 7.2)"
2014,Citywide,1,0,New York City,"3.7 (3.2, 4.2)","238,000","3.7 (3.2, 4.3)"
2013,UHF34,101,3,Kingsbridge - Riverdale,**,**,**
2013,UHF34,102,3,Northeast Bronx,"6.5* (2.8, 14.1)","9,000*","6.4* (2.8, 14.1)"
2013,UHF34,103,3,Fordham - Bronx Pk,"7.9* (4.2, 14.2)","12,000*","6.8* (3.5, 12.8)"
2013,UHF34,104,3,Pelham - Throgs Neck,"5.0* (2.5, 9.9)","11,000*","5.1* (2.5, 10.0)"
2013,UHF34,201,3,Greenpoint,"1.7* (0.5, 5.6)","1,000*","1.2* (0.3, 4.0)"
2013,UHF34,202,3,Downtown - Heights - Slope,"2.4* (1.1, 4.8)","4,000*","2.4* (1.1, 5.0)"
2013,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"6.0 (3.3, 10.7)","14,000*","6.1* (3.3, 11.0)"
2013,UHF34,204,3,East New York,"4.8* (2.5, 9.0)","6,000*","4.7* (2.3, 9.6)"
2013,UHF34,205,3,Sunset Park,"1.5* (0.5, 4.9)","1,000*","1.5* (0.5, 5.2)"
2013,UHF34,206,3,Borough Park,"3.7* (1.4, 9.2)","8,000*","3.6* (1.3, 9.2)"
2013,UHF34,207,3,East Flatbush - Flatbush,"6.4* (3.4, 11.8)","15,000*","6.8* (3.5, 12.8)"
2013,UHF34,208,3,Canarsie - Flatlands,"4.3* (1.8, 9.8)","6,000*","4.2* (1.7, 10.1)"
2013,UHF34,209,3,Bensonhurst - Bay Ridge,**,**,**
2013,UHF34,210,3,Coney Island - Sheepshead Bay,"2.3* (1.1, 4.4)","6,000*","2.7* (1.4, 5.4)"
2013,UHF34,211,3,Williamsburg - Bushwick,"7.0 (3.9, 12.3)","11,000*","7.1* (3.8, 12.9)"
2013,UHF34,301,3,Washington Heights,"6.2* (3.2, 11.8)","12,000*","6.5* (3.2, 12.6)"
2013,UHF34,302,3,Central Harlem - Morningside Heights,"3.6* (1.8, 7.2)","4,000*","3.4* (1.7, 6.9)"
2013,UHF34,303,3,East Harlem,"1.8* (0.7, 4.5)","1,000*","1.7* (0.7, 4.3)"
2013,UHF34,304,3,Upper West Side,"1.6* (0.7, 3.9)","3,000*","1.7* (0.7, 4.1)"
2013,UHF34,401,3,Long Island City - Astoria,**,**,**
2013,UHF34,402,3,West Queens,"1.9* (0.8, 4.6)","7,000*","2.1* (0.9, 4.9)"
2013,UHF34,403,3,Flushing - Clearview,"1.8* (0.7, 4.9)","4,000*","1.9* (0.7, 4.8)"
2013,UHF34,405,3,Ridgewood - Forest Hills,"3.6* (1.6, 7.9)","7,000*","3.6* (1.6, 7.9)"
2013,UHF34,407,3,Southwest Queens,"1.6* (0.6, 3.8)","3,000*","1.6* (0.6, 3.8)"
2013,UHF34,408,3,Jamaica,"2.5* (1.0, 6.1)","6,000*","2.6* (1.1, 6.2)"
2013,UHF34,409,3,Southeast Queens,"2.9* (1.3, 6.4)","5,000*","3.2* (1.4, 7.4)"
2013,UHF34,410,3,Rockaways,**,**,**
2013,UHF34,305307,3,Upper East Side-Gramercy,"4.7* (2.6, 8.6)","15,000*","4.8* (2.5, 8.9)"
2013,UHF34,306308,3,Chelsea-Village  ,"4.3* (2.3, 7.8)","9,000*","4.4* (2.3, 8.4)"
2013,UHF34,309310,3,Union Square-Lower Manhattan,"5.2 (2.9, 9.2)","11,000*","5.5* (3.0, 10.0)"
2013,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"1.3* (0.4, 4.0)","2,000*","1.3* (0.4, 3.9)"
2013,UHF34,501502,3,Northern SI,"0.4* (0.1, 1.7)",*,"0.4* (0.1, 1.5)"
2013,UHF34,503504,3,Southern SI,"3.0* (1.4, 6.5)","6,000*","2.7* (1.3, 5.6)"
2013,UHF34,105106107,3,South Bronx,"7.0 (4.7, 10.4)","23,000","6.1 (4.2, 8.9)"
2013,Borough,1,1,Bronx,"6.3 (4.8, 8.3)","60,000","6.0 (4.6, 7.9)"
2013,Borough,2,1,Brooklyn,"4.2 (3.2, 5.3)","79,000","4.1 (3.2, 5.3)"
2013,Borough,3,1,Manhattan,"4.3 (3.2, 5.8)","56,000","4.3 (3.2, 5.7)"
2013,Borough,4,1,Queens,"2.4 (1.8, 3.4)","44,000","2.5 (1.8, 3.4)"
2013,Borough,5,1,Staten Island,"1.9* (0.9, 3.8)","6,000*","1.8* (0.9, 3.5)"
2013,Citywide,1,0,New York City,"3.9 (3.4, 4.4)","246,000","3.9 (3.4, 4.4)"
2012,UHF34,101,3,Kingsbridge - Riverdale,**,"4,000*","5.3* (2.1, 12.7)"
2012,UHF34,102,3,Northeast Bronx,"6.3* (2.8, 13.8)","9,000*","6.2* (2.7, 13.6)"
2012,UHF34,103,3,Fordham - Bronx Pk,"4.4* (2.3, 8.1)","8,000*","4.3* (2.2, 8.4)"
2012,UHF34,104,3,Pelham - Throgs Neck,"6.7* (3.3, 13.3)","14,000*","6.6* (3.2, 12.9)"
2012,UHF34,201,3,Greenpoint,"4.2* (1.9, 9.1)","4,000*","4.1* (1.8, 9.1)"
2012,UHF34,202,3,Downtown - Heights - Slope,"3.8* (2.1, 6.8)","6,000*","3.4* (1.9, 6.2)"
2012,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"2.6* (1.2, 5.6)","7,000*","2.9* (1.3, 6.2)"
2012,UHF34,204,3,East New York,"6.3 (3.6, 10.8)","8,000","6.5 (3.6, 11.3)"
2012,UHF34,205,3,Sunset Park,"1.7* (0.4, 6.2)",**,**
2012,UHF34,206,3,Borough Park,"4.0* (1.8, 8.8)","10,000*","4.3* (1.8, 9.8)"
2012,UHF34,207,3,East Flatbush - Flatbush,"2.0* (0.8, 4.6)","4,000*","1.9* (0.8, 4.3)"
2012,UHF34,208,3,Canarsie - Flatlands,"6.0* (2.5, 13.6)","9,000*","6.3* (2.5, 15.0)"
2012,UHF34,209,3,Bensonhurst - Bay Ridge,**,**,**
2012,UHF34,210,3,Coney Island - Sheepshead Bay,"5.5* (2.9, 10.1)","14,000*","6.3* (3.2, 12.3)"
2012,UHF34,211,3,Williamsburg - Bushwick,"6.2* (3.4, 11.2)","9,000*","6.4* (3.4, 11.7)"
2012,UHF34,301,3,Washington Heights,"3.1* (1.3, 7.5)","6,000*","3.0* (1.2, 7.6)"
2012,UHF34,302,3,Central Harlem - Morningside Heights,"11.5* (5.0, 24.2)","11,000*","9.5* (3.7, 22.3)"
2012,UHF34,303,3,East Harlem,**,**,**
2012,UHF34,304,3,Upper West Side,"3.0* (1.3, 7.0)","6,000*","3.2* (1.3, 7.6)"
2012,UHF34,401,3,Long Island City - Astoria,**,"6,000*","3.6* (1.4, 8.9)"
2012,UHF34,402,3,West Queens,"2.4* (1.0, 5.7)","9,000*","2.5* (1.1, 5.8)"
2012,UHF34,403,3,Flushing - Clearview,"2.9* (1.1, 7.3)","6,000*","3.1* (1.2, 7.7)"
2012,UHF34,405,3,Ridgewood - Forest Hills,"6.4* (3.1, 13.0)","12,000*","6.2* (3.0, 12.5)"
2012,UHF34,407,3,Southwest Queens,"4.9* (2.3, 10.2)","10,000*","5.1* (2.4, 10.7)"
2012,UHF34,408,3,Jamaica,"3.5* (1.6, 7.3)","8,000*","3.5* (1.6, 7.6)"
2012,UHF34,409,3,Southeast Queens,**,**,**
2012,UHF34,410,3,Rockaways,**,**,**
2012,UHF34,305307,3,Upper East Side-Gramercy,"2.1* (1.0, 4.3)","7,000*","2.3* (1.1, 4.6)"
2012,UHF34,306308,3,Chelsea-Village  ,"2.9* (1.5, 5.6)","5,000*","2.7* (1.4, 4.9)"
2012,UHF34,309310,3,Union Square-Lower Manhattan,"5.3* (2.4, 11.5)","11,000*","5.4* (2.3, 11.8)"
2012,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"2.1* (0.8, 5.4)","3,000*","2.1* (0.8, 5.4)"
2012,UHF34,501502,3,Northern SI,"3.8* (1.7, 8.3)","5,000*","3.9* (1.7, 8.5)"
2012,UHF34,503504,3,Southern SI,**,**,**
2012,UHF34,105106107,3,South Bronx,"10.7 (7.8, 14.5)","40,000","10.7 (7.9, 14.5)"
2012,Borough,1,1,Bronx,"7.6 (5.9, 9.8)","76,000","7.7 (6.0, 9.9)"
2012,Borough,2,1,Brooklyn,"4.2 (3.3, 5.5)","82,000","4.3 (3.3, 5.6)"
2012,Borough,3,1,Manhattan,"4.3 (3.1, 5.9)","56,000","4.3 (3.1, 6.1)"
2012,Borough,4,1,Queens,"3.6 (2.7, 4.8)","63,000","3.6 (2.7, 4.8)"
2012,Borough,5,1,Staten Island,"3.7* (1.7, 7.6)","13,000*","3.6* (1.7, 7.3)"
2012,Citywide,1,0,New York City,"4.6 (4.0, 5.2)","290,000","4.6 (4.0, 5.3)"
2011,UHF34,101,3,Kingsbridge - Riverdale,**,**,**
2011,UHF34,102,3,Northeast Bronx,"4.9* (2.3, 10.2)","8,000*","5.4* (2.4, 11.8)"
2011,UHF34,103,3,Fordham - Bronx Pk,**,**,**
2011,UHF34,104,3,Pelham - Throgs Neck,"10.0* (4.7, 20.1)","21,000*","9.6* (4.2, 20.2)"
2011,UHF34,201,3,Greenpoint,"1.9* (0.6, 5.9)","2,000*","1.7* (0.5, 4.9)"
2011,UHF34,202,3,Downtown - Heights - Slope,"1.9* (0.7, 4.9)","3,000*","1.8* (0.7, 4.5)"
2011,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"10.6* (5.1, 20.7)","25,000*","10.7* (4.9, 21.7)"
2011,UHF34,204,3,East New York,"9.3* (4.9, 17.1)","13,000*","10.0* (5.0, 19.1)"
2011,UHF34,205,3,Sunset Park,**,**,**
2011,UHF34,206,3,Borough Park,"3.2* (1.5, 6.9)","8,000*","3.4* (1.5, 7.5)"
2011,UHF34,207,3,East Flatbush - Flatbush,**,**,**
2011,UHF34,208,3,Canarsie - Flatlands,**,**,**
2011,UHF34,209,3,Bensonhurst - Bay Ridge,**,**,**
2011,UHF34,210,3,Coney Island - Sheepshead Bay,"4.1* (1.8, 9.0)","11,000*","4.8* (2.0, 11.1)"
2011,UHF34,211,3,Williamsburg - Bushwick,"4.6* (2.5, 8.4)","7,000*","4.5* (2.4, 8.3)"
2011,UHF34,301,3,Washington Heights,**,**,**
2011,UHF34,302,3,Central Harlem - Morningside Heights,"1.8* (0.5, 6.2)","2,000*","1.8* (0.5, 6.2)"
2011,UHF34,303,3,East Harlem,**,**,**
2011,UHF34,304,3,Upper West Side,**,**,**
2011,UHF34,401,3,Long Island City - Astoria,"3.7* (1.4, 9.4)","6,000*","3.7* (1.4, 9.2)"
2011,UHF34,402,3,West Queens,"6.0* (2.8, 12.6)","21,000*","6.0* (2.7, 12.6)"
2011,UHF34,403,3,Flushing - Clearview,"0.4* (0.1, 1.2)","1,000*","0.4* (0.1, 1.4)"
2011,UHF34,405,3,Ridgewood - Forest Hills,**,**,**
2011,UHF34,407,3,Southwest Queens,"3.9* (1.8, 8.4)","7,000*","3.7* (1.7, 7.9)"
2011,UHF34,408,3,Jamaica,"2.6* (1.0, 6.2)","6,000*","2.7* (1.1, 6.6)"
2011,UHF34,409,3,Southeast Queens,**,**,**
2011,UHF34,410,3,Rockaways,**,**,**
2011,UHF34,305307,3,Upper East Side-Gramercy,"1.8* (0.9, 3.6)","6,000*","2.0* (0.9, 4.0)"
2011,UHF34,306308,3,Chelsea-Village  ,"2.5* (1.1, 5.4)","5,000*","2.4* (1.0, 5.4)"
2011,UHF34,309310,3,Union Square-Lower Manhattan,"2.1* (0.9, 5.1)","4,000*","1.9* (0.7, 4.8)"
2011,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"3.3* (1.5, 7.5)","5,000*","3.1* (1.4, 6.8)"
2011,UHF34,501502,3,Northern SI,"3.5* (1.4, 8.7)","5,000*","3.5* (1.4, 8.2)"
2011,UHF34,503504,3,Southern SI,"2.6* (1.3, 5.0)","6,000*","3.1* (1.6, 5.9)"
2011,UHF34,105106107,3,South Bronx,"7.5 (4.7, 11.8)","27,000","7.5 (4.6, 11.8)"
2011,Borough,1,1,Bronx,"7.2 (5.0, 10.1)","69,000","7.0 (4.9, 9.9)"
2011,Borough,2,1,Brooklyn,"4.6 (3.3, 6.4)","86,000","4.6 (3.3, 6.4)"
2011,Borough,3,1,Manhattan,"3.5 (2.2, 5.6)","44,000","3.4 (2.1, 5.4)"
2011,Borough,4,1,Queens,"3.6 (2.5, 5.2)","64,000","3.7 (2.5, 5.3)"
2011,Borough,5,1,Staten Island,"4.2* (2.1, 8.1)","14,000*","4.1* (2.2, 7.5)"
2011,Citywide,1,0,New York City,"4.4 (3.7, 5.3)","277,000","4.5 (3.7, 5.3)"
2010,UHF34,101,3,Kingsbridge - Riverdale,"6.1* (2.5, 14.4)","4,000*","5.9* (2.5, 13.6)"
2010,UHF34,102,3,Northeast Bronx,"5.8 (3.2, 10.2)","8,000","5.6 (3.1, 9.9)"
2010,UHF34,103,3,Fordham - Bronx Pk,"9.9 (6.1, 15.8)","16,000","9.4 (5.6, 15.6)"
2010,UHF34,104,3,Pelham - Throgs Neck,"2.1* (1.1, 3.9)","4,000*","2.0* (1.0, 3.9)"
2010,UHF34,201,3,Greenpoint,"0.5* (0.2, 1.7)",0*,"0.4* (0.1, 1.3)"
2010,UHF34,202,3,Downtown - Heights - Slope,"3.3* (1.6, 6.7)","6,000*","3.3* (1.6, 7.1)"
2010,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"3.8* (1.8, 7.9)","9,000*","4.1* (1.9, 8.6)"
2010,UHF34,204,3,East New York,"7.7* (3.9, 14.7)","9,000*","7.8* (3.8, 15.3)"
2010,UHF34,205,3,Sunset Park,**,**,**
2010,UHF34,206,3,Borough Park,"1.8* (0.6, 4.7)","4,000*","1.7* (0.6, 4.5)"
2010,UHF34,207,3,East Flatbush - Flatbush,**,**,**
2010,UHF34,208,3,Canarsie - Flatlands,"3.3* (1.5, 7.1)","5,000*","3.3* (1.5, 7.2)"
2010,UHF34,209,3,Bensonhurst - Bay Ridge,"2.7* (1.2, 5.8)","5,000*","2.9* (1.3, 6.2)"
2010,UHF34,210,3,Coney Island - Sheepshead Bay,"1.7* (0.4, 6.8)","4,000*","1.7* (0.5, 6.0)"
2010,UHF34,211,3,Williamsburg - Bushwick,"3.9* (2.1, 7.2)","5,000*","3.7* (2.0, 6.8)"
2010,UHF34,301,3,Washington Heights,"4.1* (1.9, 8.6)","7,000*","3.8* (1.8, 8.1)"
2010,UHF34,302,3,Central Harlem - Morningside Heights,"2.8* (1.4, 5.5)","3,000*","2.6* (1.3, 5.0)"
2010,UHF34,303,3,East Harlem,"15.3* (6.7, 31.3)","12,000*","15.3* (5.5, 36.1)"
2010,UHF34,304,3,Upper West Side,"8.3* (3.6, 18.1)","14,000*","7.5* (3.2, 16.5)"
2010,UHF34,401,3,Long Island City - Astoria,"0.8* (0.3, 2.1)","1,000*","0.7* (0.3, 1.7)"
2010,UHF34,402,3,West Queens,"2.4* (1.1, 5.1)","8,000*","2.2* (1.0, 4.8)"
2010,UHF34,403,3,Flushing - Clearview,"2.9* (1.4, 6.1)","6,000*","3.0* (1.4, 6.2)"
2010,UHF34,405,3,Ridgewood - Forest Hills,"4.2* (2.0, 8.7)","8,000*","4.1* (2.0, 8.4)"
2010,UHF34,407,3,Southwest Queens,"0.9* (0.2, 3.9)","2,000*","0.9* (0.2, 4.2)"
2010,UHF34,408,3,Jamaica,"3.7* (1.6, 8.7)","8,000*","3.8* (1.6, 8.7)"
2010,UHF34,409,3,Southeast Queens,"2.1* (0.8, 5.3)","3,000*","2.0* (0.8, 5.1)"
2010,UHF34,410,3,Rockaways,"6.6* (3.2, 12.9)","5,000*","6.4* (3.1, 12.7)"
2010,UHF34,305307,3,Upper East Side-Gramercy,"1.2* (0.5, 2.5)","4,000*","1.2* (0.6, 2.7)"
2010,UHF34,306308,3,Chelsea-Village  ,"2.7* (1.0, 7.3)","4,000*","2.4* (0.9, 6.3)"
2010,UHF34,309310,3,Union Square-Lower Manhattan,"4.6 (2.6, 7.8)","8,000","4.1 (2.3, 7.1)"
2010,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"2.4* (1.1, 5.1)","3,000*","2.4* (1.2, 5.0)"
